"speaker.gender","speaker","speaker.age","phonogenre","F0semitoneFrom27.5Hz_sma3nz_amean","F0semitoneFrom27.5Hz_sma3nz_stddevNorm","F0semitoneFrom27.5Hz_sma3nz_percentile20.0","F0semitoneFrom27.5Hz_sma3nz_percentile50.0","F0semitoneFrom27.5Hz_sma3nz_percentile80.0","F0semitoneFrom27.5Hz_sma3nz_pctlrange0.2","F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope","F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope","loudness_sma3_amean","loudness_sma3_stddevNorm","loudness_sma3_percentile20.0","loudness_sma3_percentile50.0","loudness_sma3_percentile80.0","loudness_sma3_pctlrange0.2","loudness_sma3_meanRisingSlope","loudness_sma3_stddevRisingSlope","loudness_sma3_meanFallingSlope","loudness_sma3_stddevFallingSlope","spectralFlux_sma3_amean","spectralFlux_sma3_stddevNorm","mfcc1_sma3_amean","mfcc1_sma3_stddevNorm","mfcc2_sma3_amean","mfcc2_sma3_stddevNorm","mfcc3_sma3_amean","mfcc3_sma3_stddevNorm","mfcc4_sma3_amean","mfcc4_sma3_stddevNorm","jitterLocal_sma3nz_amean","jitterLocal_sma3nz_stddevNorm","shimmerLocaldB_sma3nz_amean","shimmerLocaldB_sma3nz_stddevNorm","HNRdBACF_sma3nz_amean","HNRdBACF_sma3nz_stddevNorm","logRelF0.H1.H2_sma3nz_amean","logRelF0.H1.H2_sma3nz_stddevNorm","logRelF0.H1.A3_sma3nz_amean","logRelF0.H1.A3_sma3nz_stddevNorm","F1frequency_sma3nz_amean","F1frequency_sma3nz_stddevNorm","F1bandwidth_sma3nz_amean","F1bandwidth_sma3nz_stddevNorm","F1amplitudeLogRelF0_sma3nz_amean","F1amplitudeLogRelF0_sma3nz_stddevNorm","F2frequency_sma3nz_amean","F2frequency_sma3nz_stddevNorm","F2bandwidth_sma3nz_amean","F2bandwidth_sma3nz_stddevNorm","F2amplitudeLogRelF0_sma3nz_amean","F2amplitudeLogRelF0_sma3nz_stddevNorm","F3frequency_sma3nz_amean","F3frequency_sma3nz_stddevNorm","F3bandwidth_sma3nz_amean","F3bandwidth_sma3nz_stddevNorm","F3amplitudeLogRelF0_sma3nz_amean","F3amplitudeLogRelF0_sma3nz_stddevNorm","alphaRatioV_sma3nz_amean","alphaRatioV_sma3nz_stddevNorm","hammarbergIndexV_sma3nz_amean","hammarbergIndexV_sma3nz_stddevNorm","slopeV0.500_sma3nz_amean","slopeV0.500_sma3nz_stddevNorm","slopeV500.1500_sma3nz_amean","slopeV500.1500_sma3nz_stddevNorm","spectralFluxV_sma3nz_amean","spectralFluxV_sma3nz_stddevNorm","mfcc1V_sma3nz_amean","mfcc1V_sma3nz_stddevNorm","mfcc2V_sma3nz_amean","mfcc2V_sma3nz_stddevNorm","mfcc3V_sma3nz_amean","mfcc3V_sma3nz_stddevNorm","mfcc4V_sma3nz_amean","mfcc4V_sma3nz_stddevNorm","alphaRatioUV_sma3nz_amean","hammarbergIndexUV_sma3nz_amean","slopeUV0.500_sma3nz_amean","slopeUV500.1500_sma3nz_amean","spectralFluxUV_sma3nz_amean","loudnessPeaksPerSec","VoicedSegmentsPerSec","MeanVoicedSegmentLengthSec","StddevVoicedSegmentLengthSec","MeanUnvoicedSegmentLength","StddevUnvoicedSegmentLength","equivalentSoundLevel_dBp"
"M",17,39,"prepared",20.06645,0.2360322,15.68813,18.69182,25.75681,10.06868,328.0834,284.7596,70.01617,41.98857,0.676716,0.6614037,0.1390449,0.7161374,1.060198,0.9211534,11.2211,4.295439,9.27649,4.771392,0.5695826,0.7657523,24.97693,0.6520196,11.28593,0.9367497,13.80753,0.9016329,3.401147,3.430794,0.06795032,0.899909,2.083273,0.9110534,1.138724,3.49016,3.273538,2.539515,27.32709,0.2909755,465.5234,0.3904811,1160.954,0.1509062,-80.31047,-1.108214,1460.38,0.1971673,828.0308,0.2976087,-89.80225,-0.9082975,2467.626,0.1195463,663.6188,0.2701058,-92.51602,-0.8584419,-17.03716,-0.4707007,25.32754,0.3328756,0.01524207,2.420778,-0.01974214,-0.745424,0.7803913,0.487507,32.38994,0.396585,10.84995,0.8926927,16.53941,0.8358251,3.34256,3.989816,-10.69092,19.26816,-0.01706328,-0.01016327,0.2426114,5.263158,3.740158,0.1552632,0.09115449,0.1017647,0.09823354,-21.50057
"M",18,41,"prepared",24.59789,0.1001915,22.69629,24.05052,26.71522,4.018932,123.5418,123.7615,22.16417,13.57167,0.7993014,0.7776125,0.1027637,0.7405278,1.350921,1.248157,12.34631,4.831392,13.17092,6.0606,0.5783797,0.7802992,32.21501,0.5198597,9.01393,1.16784,12.43848,1.010487,2.171928,5.957832,0.05586278,1.1344,1.503577,0.8572329,4.497326,0.5606568,6.023376,0.6432155,30.04709,0.2610167,427.2033,0.3437893,1273.692,0.159674,-77.85794,-1.168508,1358.939,0.164843,973.0492,0.2732757,-86.94404,-0.9703023,2404.362,0.1073343,855.1251,0.4013342,-93.41586,-0.849713,-17.66587,-0.3482721,29.68785,0.2721972,0.007573451,4.518299,-0.02438661,-0.5271671,0.8010133,0.5068207,41.69186,0.2398741,6.787502,1.675297,13.77924,1.021791,-0.4420888,-33.11866,-19.49331,30.7519,-0.06445581,-0.007055032,0.2037403,4.854369,1.568627,0.395,0.2113646,0.1966667,0.1575507,-18.72775
"M",19,40,"spontaneous",24.13853,0.1870061,21.38587,22.73327,25.77828,4.392418,338.3192,354.0498,95.45389,84.81921,0.6749529,0.5235197,0.341717,0.6555891,0.9632055,0.6214885,10.98312,4.314165,9.207569,4.93797,0.5302065,0.725984,28.96725,0.5289145,6.546226,1.481462,13.98136,1.2485,3.226522,3.922403,0.05824248,1.222157,2.100235,0.7614535,1.734364,1.940682,4.982428,1.237437,25.17826,0.3587011,468.8102,0.4022436,1235.002,0.2373878,-82.43314,-1.098339,1452.597,0.1791113,873.7726,0.3288712,-88.59593,-0.9344123,2435.136,0.1342306,807.8144,0.322496,-91.35039,-0.881449,-15.68213,-0.4758672,24.01241,0.3569366,0.05803803,0.522019,-0.01911491,-0.8364077,0.6395271,0.5289225,34.91049,0.3174959,5.719308,1.812173,15.56239,1.300408,3.773283,3.648337,-9.210721,17.70495,0.0398345,-0.007152785,0.3653127,6.896552,3.868472,0.149,0.09812747,0.0885,0.05284648,-23.03839
"M",2,62,"prepared",26.72515,0.09747683,25.24026,27.06862,28.49467,3.254414,74.3429,56.60222,50.19857,54.99989,0.7481059,0.5721691,0.3308753,0.683147,1.133101,0.8022254,11.06792,4.671119,8.315931,5.044074,0.550239,0.7273616,27.26931,0.4437339,18.55116,0.566161,27.82746,0.5329992,5.220845,2.186494,0.05901445,2.022033,1.317405,0.7772998,5.084855,0.6988363,8.155976,1.05855,29.87904,0.2398933,516.6791,0.4397896,1205.463,0.2089206,-33.0181,-1.730008,1627,0.163555,838.7355,0.4573038,-49.0682,-1.017423,2627.877,0.1235051,869.2267,0.4518543,-49.96423,-0.9912789,-20.48763,-0.3529049,27.85405,0.2833542,0.03705084,0.858193,-0.02084403,-0.6549076,0.5904967,0.6840426,28.89574,0.3974696,18.80936,0.572919,28.53856,0.5295464,5.257789,2.266277,-12.36467,18.71947,0.02542399,-0.01197122,0.282757,3.501946,1.976285,0.439,0.4142089,0.05375,0.05429951,-18.50639
"M",20,28,"spontaneous",20.45018,0.1216914,18.78909,20.16246,22.54447,3.755388,188.0558,300.666,32.73928,25.8285,0.9981315,0.4319363,0.5552751,1.062116,1.354154,0.7988793,12.42716,6.652593,10.05654,4.963396,0.6470778,0.4433488,31.12572,0.2427185,4.243793,2.353457,37.66685,0.4876646,-5.603471,-2.707564,0.04243381,1.510757,1.361376,0.9893515,2.371005,1.155225,2.869688,1.27175,20.8148,0.245046,467.4248,0.3914172,1142.037,0.1878305,-22.21889,-2.633399,1581.453,0.1782564,740.3856,0.6471847,-38.71748,-1.375811,2504.335,0.1095546,884.0745,0.3089712,-34.96423,-1.549929,-15.06654,-0.3588676,20.0108,0.2821421,0.04213088,0.6494024,-0.02577722,-0.5321553,0.6544591,0.4271873,31.61781,0.2393845,4.040367,2.556907,38.3619,0.4855119,-5.841006,-2.638371,-14.78735,20.2027,0.04991078,-0.01815891,0.5968509,5.587668,2.148438,0.4054545,0.3894603,0.03583333,0.01705791,-19.08309
"M",21,38,"spontaneous",25.35047,0.1308064,23.28675,24.47728,27.7408,4.454048,282.2446,415.3712,52.08912,47.78956,1.03498,0.4878422,0.5990275,1.05048,1.45394,0.8549127,12.23889,6.069988,10.36709,5.095417,0.7099456,0.6565152,30.49866,0.3931962,4.830861,2.496215,17.35464,1.25824,-1.769186,-7.667376,0.04996279,0.9720916,1.361476,0.8945351,3.206603,1.071327,8.647239,0.8155817,24.74324,0.3539295,491.5712,0.4570528,1175.718,0.2210155,-44.84125,-1.634717,1483.293,0.1982605,789.4255,0.4374038,-52.89024,-1.284881,2440.045,0.1241671,721.058,0.2195867,-55.75785,-1.18818,-13.21711,-0.5630655,22.46217,0.3481171,0.04540376,0.6476611,-0.01798487,-0.7104279,0.7759393,0.6015289,31.62977,0.3367888,4.657231,2.646226,18.58204,1.273254,-0.9971392,-14.00303,-10.7512,20.94721,0.04214505,-0.01110507,0.4790847,4.901961,2.772277,0.2835714,0.3030937,0.06076923,0.04214654,-19.1987
"M",22,30,"spontaneous",18.8702,0.1474545,17.43344,18.34704,19.607,2.173561,146.3947,218.1375,132.6568,238.8822,0.8590387,0.5556788,0.382788,0.856379,1.288941,0.9061533,12.48299,5.99359,11.1067,5.0239,0.6295173,0.5911674,29.28776,0.4064198,-1.035278,-11.93176,14.9869,0.7287421,3.374915,2.99301,0.1222647,1.158314,2.045417,0.6676259,-0.991464,-2.439073,4.536874,1.777698,19.10816,0.3796155,544.7385,0.4981755,1248.09,0.170094,-96.67063,-0.938755,1510.88,0.2238896,909.7306,0.2059708,-98.80269,-0.8852713,2491.618,0.1292839,724.4564,0.229636,-101.7156,-0.8366343,-10.9354,-0.4643655,18.75474,0.3070053,0.00385104,6.227129,-0.01069817,-0.8707855,0.7111137,0.3923512,33.02364,0.2789338,-4.162373,-3.103677,17.76244,0.6839241,3.338507,3.334213,-10.19529,19.31857,-0.01260587,-0.009017851,0.5482448,5.928854,3.992016,0.1255,0.1307851,0.1144444,0.1667074,-22.89747
"M",23,50,"spontaneous",26.72878,0.270167,23.31501,24.65956,27.75882,4.443811,50.63744,74.98249,28.50986,17.41708,0.9690809,0.4794939,0.5253621,1.009583,1.404639,0.8792772,11.63459,4.933118,9.905515,4.392908,0.6525458,0.6508875,17.14974,1.133805,18.80131,0.6490362,18.05384,0.9067222,-3.201885,-3.708824,0.04046476,0.9613856,1.950647,0.8434744,3.711615,1.069438,5.348192,1.149905,28.0785,0.3990112,458.0407,0.3989929,1080.037,0.2199674,-47.91805,-1.720102,1534.649,0.1879499,796.6404,0.5639112,-61.42197,-1.177039,2546.882,0.1088493,725.4517,0.4246173,-61.63982,-1.155418,-16.55165,-0.6912575,23.55064,0.5383133,0.07203387,0.3419333,-0.02487246,-0.4629165,0.7378142,0.5395969,23.0139,0.6969856,19.23566,0.6105034,20.85332,0.7953165,-3.62518,-3.557753,0.5302903,4.834461,0.06055417,-0.01038809,0.3816487,5.93692,2.251407,0.335,0.2205108,0.107,0.1409291,-18.10251
"M",24,46,"spontaneous",21.95396,0.192118,19.00799,20.3982,25.01567,6.007675,152.116,203.4324,54.54659,43.01534,0.7408849,0.4877406,0.3726659,0.7892566,1.041182,0.6685161,11.96724,6.511172,8.694151,5.500497,0.4808239,0.6440734,24.28647,0.4977493,13.29279,0.5490471,10.65175,1.161579,3.961723,2.95624,0.05079229,1.184301,1.675553,0.8964811,2.792756,1.241476,3.381031,1.051012,24.81791,0.2447306,413.5777,0.281214,1132.621,0.1546163,-77.29761,-1.157564,1359.956,0.1387303,816.9077,0.2382809,-84.79273,-0.9894009,2433.786,0.08014659,671.8567,0.2527726,-90.48908,-0.8814001,-14.91265,-0.3844807,24.09828,0.2781766,-0.0005318879,-41.51944,-0.01841348,-0.6581421,0.5766148,0.5095033,28.88853,0.2846756,12.15235,0.5257947,13.48798,0.9802979,1.40406,8.896564,-13.40582,24.3525,-0.03213572,-0.00861238,0.3155851,6.336634,2.605211,0.2346154,0.1843748,0.1527273,0.1546898,-22.54982
"M",25,46,"spontaneous",23.14505,0.2217009,18.49459,24.83942,26.94786,8.453276,205.2439,226.6157,93.41915,85.49229,0.6171757,0.5623576,0.315707,0.5790612,0.8411299,0.5254229,8.676164,4.729834,7.138464,4.493931,0.4754108,0.6441638,27.31874,0.5435311,18.90178,0.473751,13.80762,1.17243,9.963311,1.116662,0.09944908,1.875721,1.480959,0.930547,3.966936,1.072569,10.42369,1.504707,31.42259,0.2282852,448.7285,0.415829,1253.362,0.1841879,-70.21251,-1.156038,1446.191,0.182093,972.4564,0.3834177,-79.4493,-0.9324777,2427.729,0.1282619,756.0923,0.3463021,-82.67688,-0.8691045,-21.61613,-0.3427825,31.24338,0.2169872,0.001211012,26.79792,-0.02003735,-0.5322751,0.5164574,0.5339875,31.27592,0.2818143,19.90752,0.4279431,17.42557,0.9354409,11.03469,1.012613,-10.6612,21.42836,-0.00596896,-0.01235434,0.3794749,4.280156,2.946955,0.232,0.1973896,0.09923077,0.05581032,-21.21305
"M",26,41,"spontaneous",19.76273,0.0658716,18.8675,19.55383,20.38434,1.516836,77.07616,99.87174,71.38511,149.7449,0.9000576,0.6132146,0.2649183,0.8973014,1.484779,1.219861,12.1064,7.285589,11.37308,6.731938,0.6088851,0.6946314,26.55967,0.542514,5.03836,2.531212,22.95824,0.6793758,-11.79936,-1.186643,0.04738319,1.348988,1.551698,0.9664624,1.744232,1.676181,7.18232,1.355856,25.99657,0.2673084,429.7418,0.3427251,1208.47,0.1786615,-73.21246,-1.253817,1402.913,0.1697967,883.3324,0.3165354,-80.27007,-1.076481,2443.898,0.08717313,750.4894,0.4154321,-84.5947,-0.9822669,-15.13631,-0.4089009,23.08858,0.3033701,0.03434502,0.807585,-0.0250177,-0.4918306,0.7217121,0.4880224,32.05269,0.2775752,3.735238,3.361419,26.21445,0.5859405,-14.96531,-0.9507886,-9.182795,16.76758,0.02484701,-0.01580054,0.4252381,5.605787,3.113553,0.1970588,0.1650585,0.1242857,0.1214034,-20.7368
"M",27,59,"spontaneous",21.37643,0.1258824,19.48314,20.98195,23.67444,4.191299,212.8305,237.8577,39.36885,9.707398,0.4499952,0.6868711,0.1033191,0.4355624,0.7361958,0.6328766,8.059557,3.98081,8.807824,5.04264,0.2936122,0.9345413,23.10824,0.5915107,11.16225,0.7853885,19.04514,0.6353769,9.29185,1.358917,0.05961464,0.7684414,1.862049,0.8761563,2.88457,1.069932,0.8466113,9.79154,25.03211,0.233334,456.954,0.4407386,1171.531,0.2062366,-85.48617,-1.042474,1474.097,0.1886793,811.7159,0.2602443,-93.70449,-0.8713391,2499.961,0.1095968,773.3296,0.3798257,-97.77142,-0.8010175,-17.7675,-0.3772017,27.68549,0.2550539,-0.00822536,-3.793171,-0.01018147,-1.41225,0.4191073,0.6268121,30.31551,0.35673,11.73447,0.7112865,23.96473,0.5008274,10.5262,1.393,-9.541586,19.48558,-0.01437,-0.003209728,0.1046712,5.210421,2.631579,0.2223077,0.1386281,0.1483333,0.2034631,-24.36517
"M",28,37,"spontaneous",22.59327,0.1011543,21.10128,22.19916,24.30714,3.205864,229.4569,427.8826,57.17239,46.00373,0.7666953,0.6158013,0.2521763,0.7373704,1.2207,0.9685234,12.17061,6.124105,10.06448,5.106864,0.4336089,0.7738399,21.66869,0.8784671,3.43526,3.551459,20.51498,0.6676223,-4.742865,-2.477855,0.05501092,0.9638736,2.119794,0.7800073,2.322477,1.3195,4.465623,2.475986,21.83551,0.3066983,455.9912,0.3873818,1149.721,0.1896084,-79.06499,-1.129475,1434.715,0.1695901,842.791,0.3808477,-85.71078,-0.9742718,2473.994,0.08206003,728.2421,0.4053205,-89.65981,-0.8956963,-12.95125,-0.4651943,22.45782,0.3272794,0.01964747,1.269823,-0.01836593,-0.5910113,0.552802,0.5926374,31.25216,0.4165299,1.159719,11.17666,22.74922,0.6424853,-6.442517,-1.924249,-2.951674,10.75362,-0.01610726,-0.002316358,0.2340903,5.029014,2.935421,0.206,0.1860036,0.1221429,0.07617448,-22.26558
"M",29,50,"spontaneous",19.15647,0.1188946,17.32933,18.80494,21.10597,3.776636,228.7788,201.9675,72.77867,69.82254,0.8393143,0.5753426,0.408294,0.7667155,1.254608,0.8463141,15.85746,9.514939,13.73483,8.32024,0.5771642,0.580645,28.5158,0.5837715,-6.083058,-1.807467,25.56194,0.6107338,4.220937,3.435057,0.05081883,1.135217,2.260568,0.7592812,0.08654323,30.94879,4.312162,0.7012354,17.95901,0.3869368,544.5839,0.4371471,1207.365,0.2037751,-80.36492,-1.144327,1544.783,0.1823153,848.3977,0.2680281,-83.45174,-1.0472,2531.052,0.1180204,729.6547,0.1911575,-84.03761,-1.034316,-9.503617,-0.6621066,15.75341,0.4345294,0.03346574,0.734851,-0.01168337,-1.262022,0.6577829,0.4809628,34.4114,0.3221247,-9.890112,-1.082255,28.24036,0.600337,6.015596,2.561583,-5.663989,12.53461,0.03680462,-0.003695026,0.4528688,6.796116,3.536346,0.1655556,0.2053512,0.1146667,0.05487764,-22.47787
"M",3,35,"prepared",28.35353,0.1045208,25.71637,27.34541,31.34484,5.628473,52.06315,39.28508,57.19976,51.58908,0.9725285,0.5510878,0.4946171,0.855283,1.424658,0.9300405,15.02417,6.019536,13.17842,8.970578,0.5464461,0.7558268,30.36467,0.4350722,-14.82738,-0.9978579,20.23768,0.8523781,-11.80247,-1.246962,0.03709443,1.105189,1.627096,0.8143734,3.465846,0.9611199,3.703371,2.042199,17.31654,0.4725221,698.5639,0.4422367,1172.632,0.193133,-32.26841,-2.134013,1751.614,0.1914212,848.8387,0.2957695,-35.31597,-1.738835,2715.116,0.1115682,765.268,0.2530464,-36.76868,-1.645539,-9.14906,-0.6343846,17.47845,0.3688581,0.1018235,0.2369774,-0.01702209,-0.7223756,0.6006984,0.6975648,33.00353,0.3413799,-16.46565,-0.9027883,20.95846,0.831148,-12.57635,-1.148675,-4.291162,10.02162,0.08190127,-0.01278567,0.2567319,5.631068,2.554028,0.3269231,0.2564367,0.05272727,0.02631657,-22.17868
"M",30,41,"spontaneous",21.00639,0.1122551,19.64859,21.34344,22.61835,2.969765,214.1634,220.4247,31.08569,50.05197,0.5174356,0.6417968,0.2003799,0.475216,0.7659277,0.5655478,9.547962,4.284115,6.797791,3.417753,0.3698281,0.8339366,22.08496,0.7303622,15.38005,0.6825987,13.67509,0.8074445,8.632025,1.410587,0.06241443,1.244981,1.95956,0.7650893,2.36016,1.315748,8.28608,1.035324,31.849,0.2572038,510.4359,0.4098954,1266.947,0.2072636,-91.27824,-0.9478224,1496.428,0.191712,937.0347,0.3270997,-99.29948,-0.7964343,2533.656,0.153266,723.2604,0.3518113,-102.5144,-0.745214,-21.15901,-0.3658464,29.63863,0.2766723,-0.007962432,-3.93255,-0.01712714,-0.8696612,0.5003322,0.6380376,30.50231,0.3532403,19.20098,0.4557536,15.92512,0.7613817,11.14249,1.020579,-7.874659,15.78214,-0.007472965,-0.003484285,0.1834924,5.4,3.441296,0.1641176,0.103983,0.1125,0.1285739,-22.95289
"M",31,54,"spontaneous",19.69835,0.1555458,17.15008,19.28636,22.88071,5.730631,214.8353,283.4819,47.07509,52.11765,0.6440492,0.6138471,0.2417819,0.6160374,1.005398,0.7636163,9.936042,4.336915,9.58482,5.370767,0.4207695,0.7073739,24.0399,0.7151255,6.277532,1.775104,18.2084,0.6562572,6.758782,2.209171,0.04193607,0.8162994,1.666899,0.955534,1.529296,1.849082,6.259591,1.759514,25.25152,0.3005354,471.6011,0.381079,1234.086,0.2191963,-79.67808,-1.134999,1441.738,0.1877508,956.0236,0.4092952,-86.77417,-0.9797071,2460.26,0.1128766,798.3878,0.3483334,-90.42238,-0.9081703,-15.14064,-0.5266035,22.80909,0.367921,0.006673786,4.15014,-0.01856294,-0.8520304,0.5546986,0.4023145,34.06406,0.3330965,6.2277,1.846947,18.10086,0.7281857,6.562442,2.441097,-5.832892,12.97159,-0.01721569,-0.002865003,0.2088933,6.150794,2.40481,0.2491667,0.1579799,0.1458333,0.146882,-23.46467
"M",32,40,"spontaneous",26.3517,0.1255293,24.60263,26.19319,28.73726,4.13463,279.5818,361.4369,36.75187,18.29036,0.9264781,0.5637515,0.4985482,0.848044,1.299378,0.8008301,15.22406,11.94653,11.83626,8.692592,0.5673669,0.7726876,17.63559,1.117734,14.3952,0.8751183,13.07097,1.219688,1.928291,5.912874,0.03502709,1.032398,1.571563,0.8418804,4.490884,0.7438949,2.786391,1.692937,22.54542,0.2798042,500.5611,0.4673567,1132.946,0.2730926,-66.56547,-1.268911,1503.232,0.1993171,838.4055,0.3533084,-75.63168,-1.027781,2471.657,0.1429422,655.7977,0.3410524,-77.35782,-0.9845057,-13.97197,-0.5679681,21.55327,0.4260091,0.04055727,0.6299675,-0.02346059,-0.4898184,0.704066,0.6282701,26.27611,0.5465767,12.66317,0.9117904,12.52342,1.399985,2.89086,4.241781,-0.9109661,5.352012,0.003165314,-0.01102649,0.264773,5.511811,3.386454,0.1964706,0.1691481,0.084375,0.1039813,-20.16127
"M",33,43,"spontaneous",22.63216,0.1233753,21.33148,22.59128,24.88349,3.552006,144.1775,161.3429,70.59767,79.4423,0.6288115,0.6764053,0.1869449,0.5970486,1.030429,0.8434842,9.501124,4.458592,8.118119,3.471231,0.4079192,0.7320343,34.27255,0.4493478,8.442154,1.398182,13.61048,0.6995974,4.745204,2.715575,0.05675066,1.181712,1.887125,0.9027715,2.325101,1.396283,3.218778,1.008592,28.89496,0.2553045,449.5591,0.3412369,1279.8,0.1453826,-64.23679,-1.293559,1372.755,0.1771695,975.5434,0.1909873,-73.89331,-1.043991,2420.559,0.1032883,809.9537,0.3303879,-81.29997,-0.8892502,-17.45472,-0.3731535,28.11759,0.2425916,0.02378674,1.101858,-0.0190665,-0.8221512,0.4978244,0.547133,40.69685,0.2777887,7.365712,1.600988,12.2698,0.7507349,3.123445,4.432487,-13.26152,20.95424,-0.0008793306,-0.007595632,0.207039,4.960318,3.006012,0.2246667,0.1892394,0.09615385,0.05942525,-22.30972
"M",34,60,"spontaneous",22.37101,0.2270092,19.48896,21.84606,24.50259,5.01363,426.3045,448.1775,68.45589,68.10867,0.747697,0.5673272,0.3700738,0.6864923,1.10151,0.7314361,12.57645,6.653666,10.0785,6.953008,0.4928041,0.6875179,23.48842,0.7713514,11.39118,0.948572,14.98573,0.9981855,6.59622,1.87183,0.06154752,1.366503,1.608989,0.9093507,2.703319,1.319559,7.119765,0.7276859,28.06339,0.3560576,504.6194,0.4570998,1202.323,0.1956542,-69.8906,-1.199099,1504.222,0.2077658,851.1624,0.3775799,-77.9314,-0.9979452,2570.196,0.1085869,720.1037,0.3517686,-80.77906,-0.9358575,-16.25611,-0.5313677,26.48513,0.3742723,0.002811549,12.40806,-0.01589791,-0.8452104,0.5399503,0.6311154,29.33986,0.4126372,12.63956,0.8774213,16.68083,0.9207606,7.140557,1.827736,-5.906267,16.09455,-0.001779099,-0.002451529,0.4070952,5.703423,3.071017,0.215,0.2367752,0.1092308,0.07770373,-21.57376
"M",35,59,"spontaneous",23.33588,0.1315715,21.58799,22.42891,25.62694,4.038942,81.7942,100.6169,128.0393,152.4153,0.947587,0.6256649,0.358219,0.8698822,1.501023,1.142804,12.2976,5.288993,9.872472,5.483593,0.6269937,0.7688864,20.52742,0.8926046,5.659207,2.179199,31.03028,0.4284193,-3.407223,-4.291733,0.05744433,1.632868,1.561451,0.8359624,2.396852,1.193546,2.321359,2.164689,19.65832,0.4125819,544.3237,0.5028162,1146.639,0.2046662,-95.32053,-0.9944232,1572.632,0.2168947,771.254,0.5248168,-99.47383,-0.8939973,2592.491,0.1102196,715.0947,0.3341347,-99.82471,-0.8867548,-12.82134,-0.5593764,18.34781,0.4217453,0.05807167,0.4494275,-0.02344482,-0.6287543,0.7821646,0.5669156,29.92638,0.3504294,3.409931,3.509176,33.92587,0.3950143,-3.63666,-4.351594,-3.864894,9.710499,0.04711548,-0.007952645,0.4531703,4.752476,2.204409,0.24,0.2554853,0.1936364,0.159845,-20.36323
"M",36,33,"semi-prepared",28.13883,0.1639442,24.23867,27.87346,31.7416,7.502928,253.7875,448.4796,64.82131,53.4379,1.002455,0.5978267,0.3363296,0.9991217,1.568553,1.232223,18.36786,9.16674,16.78991,9.597217,0.9550233,0.7962024,32.58023,0.4125302,4.522305,2.40302,15.08493,0.9692072,-3.90031,-3.343372,0.06345478,1.495043,1.777873,0.8266674,4.80525,0.7487112,4.684192,1.434881,25.82509,0.3714882,471.0768,0.402968,1252.002,0.1593745,-65.17407,-1.341234,1478.333,0.180781,878.8758,0.2878052,-74.28146,-1.044444,2486.295,0.1089865,836.1191,0.4410885,-77.37601,-0.9773527,-17.51387,-0.352411,25.1985,0.269372,0.04529199,0.6225579,-0.02890282,-0.5071948,1.204055,0.5921872,38.06619,0.289527,4.46774,2.310528,18.36169,0.84604,-4.159068,-3.287934,-9.642243,17.57486,0.00751425,-0.01671392,0.3971254,5.809129,2.941177,0.2292857,0.1686698,0.1333333,0.1790717,-16.37223
"M",37,65,"semi-prepared",26.23285,0.1014984,23.78295,25.70464,29.06503,5.28208,160.4527,164.0689,44.28842,23.2712,0.72092,0.7318932,0.2121804,0.6023021,1.153062,0.9408815,12.19421,5.304873,9.578571,4.07733,0.497782,0.8353718,29.1051,0.4697701,5.948348,1.652874,11.89823,1.242277,-1.283901,-8.395647,0.04058899,0.9632348,1.691538,0.9020971,4.398224,0.6233563,2.177579,3.932122,26.61374,0.2398928,405.4609,0.2616168,1263.788,0.148249,-54.74405,-1.548945,1393.621,0.1199127,924.1153,0.2155344,-66.7041,-1.149433,2361.043,0.082565,950.9503,0.3231366,-71.91412,-1.019851,-15.63009,-0.3347647,26.17679,0.2693841,0.05540256,0.528095,-0.02182642,-0.4657189,0.6457124,0.5958891,35.50764,0.2697548,4.678799,2.268107,13.34008,1.211069,-3.137314,-3.639148,-9.323448,17.0067,0.002416864,-0.009991385,0.1194855,5.371901,2.92887,0.24,0.1553797,0.08846154,0.07036676,-20.72923
"M",38,59,"semi-prepared",25.74162,0.1005549,23.51478,25.48342,28.01407,4.499294,269.8167,314.2424,44.31286,42.68264,0.7022362,0.7730197,0.2889586,0.5096257,1.10825,0.8192909,11.42124,6.143299,10.48726,8.878459,0.4346238,1.088717,31.97996,0.5514662,-2.232481,-4.886474,10.25582,1.342066,1.467245,9.106464,0.03647241,1.111768,1.652029,0.781583,4.434013,0.6945272,2.21558,2.359866,26.13314,0.3447158,491.2111,0.4228089,1289.458,0.1483888,-49.57479,-1.711205,1475.477,0.1550174,986.7957,0.2303693,-59.94374,-1.290348,2434.159,0.1251075,989.6977,0.3084877,-64.12737,-1.167631,-15.06306,-0.4242609,25.0917,0.3409906,0.07560877,0.4170637,-0.02193167,-0.6488044,0.5500869,0.9101241,39.47123,0.3080519,-2.747014,-4.257542,10.65398,1.336034,4.789012,2.682547,-2.686366,9.054448,0.03072986,-0.007803716,0.1040256,4.016064,2.642276,0.2730769,0.1815906,0.09166667,0.1083077,-20.87959
