"speaker.gender","speaker","rater","gender","age","score"
"M",13,170,"F","A",3
"M",13,580,"F","A",6
"M",13,936,"M","A",7
"M",13,203,"F","A",4
"M",13,432,"M","Y",3
"M",13,55,"F","A",7
"M",13,906,"M","Y",4
"M",13,925,"F","Y",3
"M",13,281,"F","A",5
"M",13,382,"F","Y",7
"M",13,896,"F","A",5
"M",13,923,"F","Y",6
"M",13,202,"F","Y",3
"M",13,588,"M","A",5
"M",13,24,"M","A",5
"M",13,169,"F","A",4
"M",13,905,"M","A",4
"M",13,409,"M","A",5
"M",13,932,"F","Y",4
"M",13,79,"F","A",4
"M",13,18,"F","A",7
"M",13,381,"M","Y",5
"M",13,904,"M","A",4
"M",13,930,"M","Y",5
"M",13,915,"F","Y",7
"M",13,914,"M","Y",6
"M",13,918,"M","A",5
"M",13,50,"M","A",4
"M",13,912,"M","A",2
"M",13,937,"F","Y",5
"M",13,942,"M","Y",2
"M",13,902,"F","A",5
"M",13,894,"M","Y",3
"M",13,49,"M","Y",3
"M",13,922,"M","Y",6
"M",13,405,"F","Y",4
"M",13,31,"F","A",6
"M",13,893,"F","Y",5
"M",13,941,"M","A",5
"M",13,895,"F","A",5
"M",13,938,"M","Y",5
"M",13,909,"M","Y",6
"M",13,911,"F","Y",6
"M",13,1,"M","A",4
"M",13,3,"F","A",5
"M",13,42,"M","A",5
"M",13,892,"F","Y",6
"M",13,910,"F","A",6
"M",13,208,"F","A",4
"M",13,927,"F","Y",6
"M",13,589,"M","A",3
"M",13,485,"F","A",4
"M",13,890,"F","A",6
"M",13,943,"M","Y",3
"M",13,934,"F","A",4
"M",13,62,"M","Y",3
"M",14,198,"F","A",2
"M",14,202,"F","Y",3
"M",14,905,"M","A",5
"M",14,592,"F","A",6
"M",14,596,"F","A",4
"M",14,578,"M","A",4
"M",14,242,"M","Y",4
"M",14,918,"M","A",5
"M",14,940,"F","A",4
"M",14,916,"M","Y",6
"M",14,915,"F","Y",7
"M",14,933,"F","Y",2
"M",14,899,"F","A",3
"M",14,901,"M","Y",1
"M",14,937,"F","Y",3
"M",14,938,"M","Y",3
"M",14,914,"M","Y",4
"M",14,3,"F","A",4
"M",14,55,"F","A",2
"M",14,935,"F","A",3
"M",14,79,"F","A",4
"M",14,897,"F","A",2
"M",14,31,"F","A",3
"M",14,42,"M","A",4
"M",14,251,"M","A",3
"M",14,588,"M","A",4
"M",14,912,"M","A",3
"M",14,580,"F","A",3
"M",14,406,"F","Y",4
"M",14,404,"F","Y",4
"M",14,409,"M","A",4
"M",14,906,"M","Y",3
"M",14,44,"M","A",5
"M",14,382,"F","Y",7
"M",14,381,"M","Y",5
"M",14,925,"F","Y",3
"M",14,923,"F","Y",5
"M",14,904,"M","A",4
"M",14,926,"F","Y",4
"M",14,945,"M","A",5
"M",14,170,"F","A",5
"M",14,1,"M","A",4
"M",14,24,"M","A",4
"M",14,942,"M","Y",6
"M",14,18,"F","A",3
"M",14,894,"M","Y",4
"M",14,943,"M","Y",3
"M",14,900,"M","Y",3
"M",14,36,"M","A",2
"M",14,941,"M","A",5
"M",14,485,"F","A",4
"M",14,589,"M","A",3
"M",14,50,"M","A",4
"M",14,169,"F","A",3
"M",14,203,"F","A",3
"M",14,909,"M","Y",5
"M",14,432,"M","Y",3
"M",14,932,"F","Y",4
"M",14,917,"F","A",2
"M",14,927,"F","Y",4
"M",14,892,"F","Y",5
"M",14,281,"F","A",4
"M",14,911,"F","Y",5
"M",14,890,"F","A",6
"M",14,930,"M","Y",3
"M",14,908,"M","A",2
"M",14,910,"F","A",6
"M",14,208,"F","A",4
"M",14,936,"M","A",5
"M",14,51,"M","A",5
"M",14,896,"F","A",4
"M",14,934,"F","A",2
"M",14,49,"M","Y",2
"M",14,405,"F","Y",5
"M",14,895,"F","A",5
"M",14,85,"F","Y",3
"M",14,902,"F","A",6
"M",14,893,"F","Y",1
"M",14,922,"M","Y",4
"M",14,62,"M","Y",3
"M",14,913,"M","Y",3
"M",15,251,"M","A",2
"M",15,940,"F","A",4
"M",15,79,"F","A",5
"M",15,916,"M","Y",4
"M",15,897,"F","A",3
"M",15,432,"M","Y",5
"M",15,926,"F","Y",2
"M",15,901,"M","Y",5
"M",15,894,"M","Y",3
"M",15,24,"M","A",5
"M",15,404,"F","Y",5
"M",15,409,"M","A",5
"M",15,281,"F","A",3
"M",15,930,"M","Y",6
"M",15,36,"M","A",4
"M",15,589,"M","A",5
"M",15,170,"F","A",4
"M",15,935,"F","A",3
"M",15,906,"M","Y",4
"M",15,937,"F","Y",7
"M",15,203,"F","A",3
"M",15,382,"F","Y",7
"M",15,405,"F","Y",3
"M",15,31,"F","A",5
"M",15,923,"F","Y",4
"M",15,908,"M","A",2
"M",15,580,"F","A",5
"M",15,578,"M","A",2
"M",15,1,"M","A",2
"M",15,890,"F","A",5
"M",15,44,"M","A",3
"M",15,51,"M","A",4
"M",15,592,"F","A",5
"M",15,899,"F","A",3
"M",15,49,"M","Y",4
"M",15,381,"M","Y",3
"M",15,925,"F","Y",4
"M",15,596,"F","A",5
"M",15,900,"M","Y",2
"M",15,896,"F","A",4
"M",15,938,"M","Y",5
"M",15,406,"F","Y",5
"M",15,893,"F","Y",4
"M",15,905,"M","A",5
"M",15,936,"M","A",5
"M",15,933,"F","Y",4
"M",15,242,"M","Y",3
"M",15,943,"M","Y",4
"M",15,934,"F","A",4
"M",15,208,"F","A",4
"M",15,904,"M","A",4
"M",15,915,"F","Y",6
"M",15,202,"F","Y",4
"M",15,169,"F","A",3
"M",15,918,"M","A",5
"M",15,85,"F","Y",2
"M",15,895,"F","A",2
"M",15,913,"M","Y",4
"M",15,932,"F","Y",3
"M",15,55,"F","A",3
"M",15,922,"M","Y",7
"M",15,902,"F","A",7
"M",15,892,"F","Y",3
"M",15,917,"F","A",4
"M",15,42,"M","A",4
"M",15,914,"M","Y",4
"M",15,912,"M","A",3
"M",15,588,"M","A",3
"M",15,50,"M","A",4
"M",15,942,"M","Y",4
"M",15,927,"F","Y",4
"M",15,3,"F","A",3
"M",15,909,"M","Y",3
"M",15,198,"F","A",5
"M",15,941,"M","A",5
"M",15,485,"F","A",3
"M",15,910,"F","A",5
"M",15,62,"M","Y",3
"M",15,18,"F","A",4
"M",15,945,"M","A",4
"M",15,911,"F","Y",4
"M",16,930,"M","Y",5
"M",16,404,"F","Y",6
"M",16,937,"F","Y",4
"M",16,578,"M","A",2
"M",16,926,"F","Y",4
"M",16,3,"F","A",5
"M",16,242,"M","Y",5
"M",16,281,"F","A",3
"M",16,935,"F","A",6
"M",16,36,"M","A",6
"M",16,381,"M","Y",6
"M",16,904,"M","A",5
"M",16,901,"M","Y",6
"M",16,170,"F","A",6
"M",16,1,"M","A",5
"M",16,938,"M","Y",3
"M",16,44,"M","A",6
"M",16,79,"F","A",5
"M",16,592,"F","A",7
"M",16,198,"F","A",6
"M",16,940,"F","A",4
"M",16,897,"F","A",7
"M",16,49,"M","Y",7
"M",16,925,"F","Y",6
"M",16,915,"F","Y",7
"M",16,917,"F","A",3
"M",16,85,"F","Y",5
"M",16,580,"F","A",3
"M",16,890,"F","A",6
"M",16,203,"F","A",3
"M",16,936,"M","A",6
"M",16,51,"M","A",3
"M",16,892,"F","Y",7
"M",16,927,"F","Y",3
"M",16,899,"F","A",7
"M",16,943,"M","Y",4
"M",16,910,"F","A",5
"M",16,382,"F","Y",7
"M",16,251,"M","A",4
"M",16,588,"M","A",4
"M",16,589,"M","A",4
"M",16,893,"F","Y",4
"M",16,24,"M","A",6
"M",16,914,"M","Y",7
"M",16,912,"M","A",6
"M",16,432,"M","Y",6
"M",16,933,"F","Y",4
"M",16,922,"M","Y",5
"M",16,62,"M","Y",5
"M",16,934,"F","A",5
"M",16,31,"F","A",6
"M",16,596,"F","A",7
"M",16,941,"M","A",5
"M",16,169,"F","A",5
"M",16,923,"F","Y",4
"M",16,942,"M","Y",6
"M",16,406,"F","Y",6
"M",16,932,"F","Y",1
"M",16,908,"M","A",2
"M",16,409,"M","A",6
"M",16,906,"M","Y",3
"M",16,208,"F","A",5
"M",16,905,"M","A",6
"M",16,202,"F","Y",5
"M",16,42,"M","A",6
"M",16,900,"M","Y",5
"M",16,485,"F","A",6
"M",16,916,"M","Y",6
"M",16,945,"M","A",5
"M",16,918,"M","A",6
"M",16,405,"F","Y",5
"M",16,895,"F","A",6
"M",16,909,"M","Y",5
"M",16,902,"F","A",7
"M",16,911,"F","Y",5
"M",16,18,"F","A",7
"M",16,896,"F","A",3
"M",16,55,"F","A",6
"M",16,50,"M","A",6
"M",16,894,"M","Y",3
"M",16,913,"M","Y",4
"M",17,930,"M","Y",4
"M",17,31,"F","A",7
"M",17,918,"M","A",7
"M",17,198,"F","A",7
"M",17,912,"M","A",3
"M",17,899,"F","A",4
"M",17,578,"M","A",6
"M",17,85,"F","Y",6
"M",17,409,"M","A",5
"M",17,910,"F","A",5
"M",17,914,"M","Y",7
"M",17,942,"M","Y",6
"M",17,908,"M","A",5
"M",17,381,"M","Y",5
"M",17,940,"F","A",6
"M",17,935,"F","A",7
"M",17,3,"F","A",3
"M",17,901,"M","Y",5
"M",17,382,"F","Y",7
"M",17,592,"F","A",6
"M",17,913,"M","Y",5
"M",17,922,"M","Y",6
"M",17,902,"F","A",5
"M",17,943,"M","Y",3
"M",17,42,"M","A",5
"M",17,917,"F","A",4
"M",17,251,"M","A",4
"M",17,405,"F","Y",6
"M",17,926,"F","Y",7
"M",17,938,"M","Y",4
"M",17,24,"M","A",6
"M",17,905,"M","A",6
"M",17,242,"M","Y",5
"M",17,404,"F","Y",6
"M",17,936,"M","A",6
"M",17,906,"M","Y",5
"M",17,933,"F","Y",5
"M",17,281,"F","A",7
"M",17,900,"M","Y",4
"M",17,36,"M","A",2
"M",17,589,"M","A",4
"M",17,170,"F","A",5
"M",17,169,"F","A",5
"M",17,895,"F","A",5
"M",17,894,"M","Y",2
"M",17,44,"M","A",5
"M",17,79,"F","A",3
"M",17,892,"F","Y",6
"M",17,51,"M","A",4
"M",17,208,"F","A",5
"M",17,897,"F","A",5
"M",17,904,"M","A",5
"M",17,596,"F","A",6
"M",17,916,"M","Y",4
"M",17,588,"M","A",7
"M",17,945,"M","A",3
"M",17,911,"F","Y",4
"M",17,1,"M","A",6
"M",17,890,"F","A",6
"M",17,937,"F","Y",4
"M",17,580,"F","A",4
"M",17,927,"F","Y",5
"M",17,62,"M","Y",6
"M",17,485,"F","A",7
"M",17,49,"M","Y",5
"M",17,896,"F","A",7
"M",17,915,"F","Y",7
"M",17,934,"F","A",5
"M",17,941,"M","A",6
"M",17,50,"M","A",6
"M",17,893,"F","Y",5
"M",17,18,"F","A",6
"M",17,203,"F","A",5
"M",17,932,"F","Y",5
"M",17,55,"F","A",6
"M",17,923,"F","Y",7
"M",17,925,"F","Y",7
"M",17,909,"M","Y",7
"M",17,432,"M","Y",7
"M",17,406,"F","Y",6
"M",17,202,"F","Y",6
"M",18,208,"F","A",4
"M",18,3,"F","A",4
"M",18,925,"F","Y",3
"M",18,242,"M","Y",4
"M",18,592,"F","A",5
"M",18,914,"M","Y",6
"M",18,926,"F","Y",5
"M",18,911,"F","Y",5
"M",18,938,"M","Y",3
"M",18,892,"F","Y",5
"M",18,943,"M","Y",3
"M",18,589,"M","A",4
"M",18,588,"M","A",4
"M",18,915,"F","Y",5
"M",18,485,"F","A",4
"M",18,24,"M","A",3
"M",18,918,"M","A",7
"M",18,901,"M","Y",3
"M",18,937,"F","Y",3
"M",18,940,"F","A",4
"M",18,580,"F","A",5
"M",18,198,"F","A",4
"M",18,902,"F","A",4
"M",18,922,"M","Y",4
"M",18,900,"M","Y",3
"M",18,917,"F","A",2
"M",18,36,"M","A",1
"M",18,202,"F","Y",5
"M",18,169,"F","A",4
"M",18,170,"F","A",4
"M",18,893,"F","Y",1
"M",18,894,"M","Y",2
"M",18,932,"F","Y",2
"M",18,203,"F","A",6
"M",18,935,"F","A",7
"M",18,44,"M","A",4
"M",18,55,"F","A",2
"M",18,899,"F","A",2
"M",18,432,"M","Y",4
"M",18,908,"M","A",3
"M",18,382,"F","Y",5
"M",18,31,"F","A",6
"M",18,923,"F","Y",4
"M",18,85,"F","Y",3
"M",18,890,"F","A",5
"M",18,909,"M","Y",6
"M",18,912,"M","A",6
"M",18,50,"M","A",5
"M",18,927,"F","Y",3
"M",18,936,"M","A",5
"M",18,409,"M","A",5
"M",18,578,"M","A",1
"M",18,896,"F","A",5
"M",18,916,"M","Y",3
"M",18,930,"M","Y",3
"M",18,42,"M","A",3
"M",18,1,"M","A",5
"M",18,945,"M","A",4
"M",18,895,"F","A",4
"M",18,942,"M","Y",1
"M",18,406,"F","Y",3
"M",18,404,"F","Y",4
"M",18,905,"M","A",4
"M",18,281,"F","A",3
"M",18,897,"F","A",3
"M",18,381,"M","Y",4
"M",18,251,"M","A",5
"M",18,904,"M","A",5
"M",18,596,"F","A",4
"M",18,49,"M","Y",2
"M",18,79,"F","A",4
"M",18,913,"M","Y",3
"M",18,62,"M","Y",4
"M",18,933,"F","Y",2
"M",18,906,"M","Y",5
"M",18,910,"F","A",7
"M",18,934,"F","A",2
"M",18,941,"M","A",5
"M",18,405,"F","Y",3
"M",18,18,"F","A",3
"M",18,51,"M","A",5
"M",19,940,"F","A",4
"M",19,914,"M","Y",6
"M",19,911,"F","Y",4
"M",19,890,"F","A",7
"M",19,589,"M","A",4
"M",19,203,"F","A",3
"M",19,935,"F","A",6
"M",19,905,"M","A",5
"M",19,938,"M","Y",4
"M",19,943,"M","Y",4
"M",19,251,"M","A",5
"M",19,901,"M","Y",6
"M",19,937,"F","Y",4
"M",19,170,"F","A",2
"M",19,24,"M","A",6
"M",19,588,"M","A",4
"M",19,281,"F","A",3
"M",19,912,"M","A",5
"M",19,894,"M","Y",5
"M",19,893,"F","Y",2
"M",19,896,"F","A",6
"M",19,44,"M","A",2
"M",19,404,"F","Y",5
"M",19,922,"M","Y",6
"M",19,198,"F","A",3
"M",19,381,"M","Y",2
"M",19,596,"F","A",4
"M",19,926,"F","Y",2
"M",19,916,"M","Y",7
"M",19,3,"F","A",4
"M",19,945,"M","A",5
"M",19,918,"M","A",5
"M",19,932,"F","Y",3
"M",19,927,"F","Y",5
"M",19,50,"M","A",3
"M",19,902,"F","A",5
"M",19,85,"F","Y",5
"M",19,925,"F","Y",5
"M",19,917,"F","A",3
"M",19,930,"M","Y",7
"M",19,36,"M","A",5
"M",19,915,"F","Y",5
"M",19,1,"M","A",5
"M",19,485,"F","A",6
"M",19,62,"M","Y",5
"M",19,406,"F","Y",5
"M",19,895,"F","A",5
"M",19,909,"M","Y",5
"M",19,936,"M","A",6
"M",19,208,"F","A",4
"M",19,592,"F","A",6
"M",19,242,"M","Y",4
"M",19,432,"M","Y",5
"M",19,31,"F","A",5
"M",19,899,"F","A",4
"M",19,897,"F","A",3
"M",19,202,"F","Y",3
"M",19,49,"M","Y",4
"M",19,580,"F","A",6
"M",19,169,"F","A",4
"M",19,910,"F","A",7
"M",19,913,"M","Y",4
"M",19,382,"F","Y",7
"M",19,941,"M","A",6
"M",19,42,"M","A",5
"M",19,578,"M","A",2
"M",19,942,"M","Y",3
"M",19,18,"F","A",3
"M",19,55,"F","A",5
"M",19,900,"M","Y",4
"M",19,906,"M","Y",4
"M",19,79,"F","A",5
"M",19,409,"M","A",4
"M",19,933,"F","Y",5
"M",19,904,"M","A",4
"M",19,51,"M","A",6
"M",19,923,"F","Y",5
"M",19,892,"F","Y",5
"M",19,934,"F","A",5
"M",19,908,"M","A",4
"M",19,405,"F","Y",3
"M",2,242,"M","Y",4
"M",2,912,"M","A",3
"M",2,589,"M","A",4
"M",2,592,"F","A",4
"M",2,578,"M","A",7
"M",2,900,"M","Y",4
"M",2,901,"M","Y",6
"M",2,899,"F","A",5
"M",2,916,"M","Y",6
"M",2,198,"F","A",4
"M",2,925,"F","Y",4
"M",2,18,"F","A",6
"M",2,926,"F","Y",3
"M",2,908,"M","A",3
"M",2,902,"F","A",6
"M",2,485,"F","A",1
"M",2,905,"M","A",5
"M",2,79,"F","A",4
"M",2,897,"F","A",3
"M",2,940,"F","A",6
"M",2,942,"M","Y",4
"M",2,913,"M","Y",4
"M",2,409,"M","A",5
"M",2,894,"M","Y",4
"M",2,936,"M","A",3
"M",2,42,"M","A",4
"M",2,937,"F","Y",4
"M",2,933,"F","Y",6
"M",2,588,"M","A",5
"M",2,170,"F","A",4
"M",2,938,"M","Y",4
"M",2,914,"M","Y",5
"M",2,1,"M","A",4
"M",2,890,"F","A",6
"M",2,909,"M","Y",6
"M",2,934,"F","A",4
"M",2,915,"F","Y",2
"M",2,917,"F","A",4
"M",2,911,"F","Y",5
"M",2,580,"F","A",6
"M",2,49,"M","Y",4
"M",2,405,"F","Y",4
"M",2,923,"F","Y",3
"M",2,893,"F","Y",2
"M",2,935,"F","A",7
"M",2,927,"F","Y",5
"M",2,918,"M","A",6
"M",2,404,"F","Y",4
"M",2,44,"M","A",4
"M",2,596,"F","A",5
"M",2,36,"M","A",4
"M",2,281,"F","A",5
"M",2,55,"F","A",5
"M",2,382,"F","Y",7
"M",2,24,"M","A",4
"M",2,895,"F","A",5
"M",2,943,"M","Y",4
"M",2,892,"F","Y",6
"M",2,896,"F","A",7
"M",2,208,"F","A",6
"M",2,203,"F","A",3
"M",2,930,"M","Y",2
"M",2,169,"F","A",5
"M",2,85,"F","Y",5
"M",2,432,"M","Y",3
"M",2,3,"F","A",3
"M",2,906,"M","Y",4
"M",2,406,"F","Y",4
"M",2,202,"F","Y",5
"M",2,51,"M","A",3
"M",2,941,"M","A",4
"M",2,31,"F","A",6
"M",2,62,"M","Y",5
"M",2,904,"M","A",5
"M",2,922,"M","Y",5
"M",2,50,"M","A",4
"M",2,381,"M","Y",5
"M",2,251,"M","A",6
"M",2,910,"F","A",5
"M",2,932,"F","Y",7
"M",2,945,"M","A",4
"M",20,588,"M","A",4
"M",20,938,"M","Y",4
"M",20,169,"F","A",4
"M",20,198,"F","A",5
"M",20,932,"F","Y",1
"M",20,918,"M","A",4
"M",20,911,"F","Y",3
"M",20,926,"F","Y",3
"M",20,901,"M","Y",2
"M",20,914,"M","Y",4
"M",20,896,"F","A",3
"M",20,927,"F","Y",2
"M",20,170,"F","A",4
"M",20,3,"F","A",4
"M",20,937,"F","Y",3
"M",20,242,"M","Y",3
"M",20,1,"M","A",6
"M",20,251,"M","A",4
"M",20,24,"M","A",4
"M",20,42,"M","A",4
"M",20,905,"M","A",4
"M",20,406,"F","Y",4
"M",20,890,"F","A",5
"M",20,589,"M","A",2
"M",20,943,"M","Y",3
"M",20,592,"F","A",2
"M",20,902,"F","A",3
"M",20,916,"M","Y",4
"M",20,36,"M","A",4
"M",20,915,"F","Y",2
"M",20,945,"M","A",3
"M",20,912,"M","A",5
"M",20,895,"F","A",1
"M",20,203,"F","A",2
"M",20,940,"F","A",3
"M",20,935,"F","A",3
"M",20,404,"F","Y",5
"M",20,44,"M","A",4
"M",20,409,"M","A",3
"M",20,381,"M","Y",4
"M",20,382,"F","Y",4
"M",20,31,"F","A",3
"M",20,917,"F","A",4
"M",20,899,"F","A",2
"M",20,405,"F","Y",2
"M",20,62,"M","Y",3
"M",20,894,"M","Y",2
"M",20,18,"F","A",2
"M",20,913,"M","Y",3
"M",20,930,"M","Y",3
"M",20,910,"F","A",5
"M",20,85,"F","Y",2
"M",20,906,"M","Y",4
"M",20,49,"M","Y",4
"M",20,925,"F","Y",3
"M",20,923,"F","Y",2
"M",20,897,"F","A",3
"M",20,50,"M","A",4
"M",20,485,"F","A",7
"M",20,909,"M","Y",3
"M",20,942,"M","Y",1
"M",20,933,"F","Y",4
"M",20,596,"F","A",2
"M",20,580,"F","A",5
"M",20,208,"F","A",3
"M",20,893,"F","Y",1
"M",20,904,"M","A",2
"M",20,578,"M","A",1
"M",20,281,"F","A",4
"M",20,936,"M","A",4
"M",20,908,"M","A",3
"M",20,922,"M","Y",2
"M",20,892,"F","Y",2
"M",20,900,"M","Y",2
"M",20,934,"F","A",3
"M",20,202,"F","Y",3
"M",20,432,"M","Y",2
"M",20,79,"F","A",4
"M",20,55,"F","A",5
"M",20,941,"M","A",5
"M",21,50,"M","A",3
"M",21,24,"M","A",2
"M",21,914,"M","Y",4
"M",21,894,"M","Y",3
"M",21,901,"M","Y",6
"M",21,588,"M","A",4
"M",21,404,"F","Y",4
"M",21,251,"M","A",4
"M",21,926,"F","Y",3
"M",21,938,"M","Y",4
"M",21,242,"M","Y",4
"M",21,890,"F","A",7
"M",21,932,"F","Y",1
"M",21,911,"F","Y",4
"M",21,3,"F","A",4
"M",21,208,"F","A",3
"M",21,592,"F","A",4
"M",21,937,"F","Y",4
"M",21,943,"M","Y",4
"M",21,908,"M","A",3
"M",21,896,"F","A",3
"M",21,893,"F","Y",3
"M",21,915,"F","Y",6
"M",21,169,"F","A",3
"M",21,918,"M","A",3
"M",21,909,"M","Y",6
"M",21,406,"F","Y",3
"M",21,930,"M","Y",4
"M",21,170,"F","A",3
"M",21,935,"F","A",3
"M",21,596,"F","A",5
"M",21,945,"M","A",3
"M",21,912,"M","A",3
"M",21,925,"F","Y",2
"M",21,203,"F","A",3
"M",21,942,"M","Y",3
"M",21,927,"F","Y",4
"M",21,62,"M","Y",3
"M",21,580,"F","A",4
"M",21,198,"F","A",2
"M",21,906,"M","Y",4
"M",21,589,"M","A",4
"M",21,36,"M","A",6
"M",21,1,"M","A",5
"M",21,281,"F","A",5
"M",21,916,"M","Y",6
"M",21,485,"F","A",5
"M",21,895,"F","A",2
"M",21,910,"F","A",4
"M",21,18,"F","A",2
"M",21,902,"F","A",5
"M",21,892,"F","Y",5
"M",21,900,"M","Y",3
"M",21,933,"F","Y",3
"M",21,917,"F","A",4
"M",21,42,"M","A",5
"M",21,934,"F","A",5
"M",21,55,"F","A",6
"M",21,897,"F","A",3
"M",21,49,"M","Y",3
"M",21,940,"F","A",4
"M",21,85,"F","Y",3
"M",21,923,"F","Y",3
"M",21,44,"M","A",3
"M",21,381,"M","Y",5
"M",21,899,"F","A",3
"M",21,409,"M","A",5
"M",21,31,"F","A",5
"M",21,405,"F","Y",4
"M",21,905,"M","A",4
"M",21,578,"M","A",4
"M",21,202,"F","Y",3
"M",21,913,"M","Y",3
"M",21,382,"F","Y",6
"M",21,51,"M","A",3
"M",21,936,"M","A",4
"M",21,79,"F","A",5
"M",21,922,"M","Y",4
"M",21,432,"M","Y",1
"M",21,904,"M","A",3
"M",21,941,"M","A",6
"M",22,918,"M","A",5
"M",22,893,"F","Y",1
"M",22,943,"M","Y",4
"M",22,890,"F","A",6
"M",22,901,"M","Y",5
"M",22,281,"F","A",5
"M",22,938,"M","Y",3
"M",22,592,"F","A",1
"M",22,914,"M","Y",4
"M",22,18,"F","A",2
"M",22,892,"F","Y",3
"M",22,896,"F","A",4
"M",22,203,"F","A",1
"M",22,935,"F","A",4
"M",22,202,"F","Y",3
"M",22,942,"M","Y",1
"M",22,208,"F","A",4
"M",22,908,"M","A",5
"M",22,945,"M","A",4
"M",22,937,"F","Y",1
"M",22,382,"F","Y",3
"M",22,895,"F","A",3
"M",22,909,"M","Y",6
"M",22,596,"F","A",3
"M",22,926,"F","Y",6
"M",22,927,"F","Y",7
"M",22,169,"F","A",4
"M",22,588,"M","A",5
"M",22,44,"M","A",4
"M",22,36,"M","A",1
"M",22,1,"M","A",4
"M",22,31,"F","A",3
"M",22,79,"F","A",5
"M",22,912,"M","A",6
"M",22,251,"M","A",6
"M",22,923,"F","Y",2
"M",22,50,"M","A",3
"M",22,589,"M","A",2
"M",22,580,"F","A",5
"M",22,940,"F","A",4
"M",22,198,"F","A",2
"M",22,24,"M","A",2
"M",22,900,"M","Y",1
"M",22,917,"F","A",3
"M",22,242,"M","Y",5
"M",22,941,"M","A",5
"M",22,915,"F","Y",4
"M",22,913,"M","Y",3
"M",22,51,"M","A",6
"M",22,910,"F","A",3
"M",22,404,"F","Y",6
"M",22,170,"F","A",5
"M",22,916,"M","Y",3
"M",22,578,"M","A",1
"M",22,381,"M","Y",3
"M",22,42,"M","A",5
"M",22,62,"M","Y",3
"M",22,902,"F","A",3
"M",22,911,"F","Y",4
"M",22,897,"F","A",5
"M",22,894,"M","Y",3
"M",22,925,"F","Y",2
"M",22,936,"M","A",5
"M",22,406,"F","Y",3
"M",22,904,"M","A",2
"M",22,932,"F","Y",4
"M",22,405,"F","Y",3
"M",22,432,"M","Y",2
"M",22,934,"F","A",5
"M",22,933,"F","Y",4
"M",22,409,"M","A",6
"M",22,485,"F","A",7
"M",22,85,"F","Y",2
"M",22,899,"F","A",1
"M",22,922,"M","Y",1
"M",22,49,"M","Y",4
"M",22,3,"F","A",3
"M",22,905,"M","A",5
"M",22,930,"M","Y",4
"M",22,906,"M","Y",3
"M",22,55,"F","A",5
"M",23,909,"M","Y",7
"M",23,1,"M","A",4
"M",23,914,"M","Y",6
"M",23,901,"M","Y",6
"M",23,382,"F","Y",6
"M",23,24,"M","A",5
"M",23,926,"F","Y",6
"M",23,203,"F","A",6
"M",23,890,"F","A",7
"M",23,381,"M","Y",4
"M",23,937,"F","Y",5
"M",23,942,"M","Y",3
"M",23,409,"M","A",5
"M",23,911,"F","Y",5
"M",23,31,"F","A",4
"M",23,170,"F","A",5
"M",23,896,"F","A",6
"M",23,945,"M","A",4
"M",23,596,"F","A",4
"M",23,42,"M","A",5
"M",23,202,"F","Y",4
"M",23,893,"F","Y",4
"M",23,895,"F","A",6
"M",23,36,"M","A",2
"M",23,588,"M","A",3
"M",23,927,"F","Y",5
"M",23,910,"F","A",7
"M",23,44,"M","A",5
"M",23,432,"M","Y",3
"M",23,925,"F","Y",5
"M",23,917,"F","A",4
"M",23,908,"M","A",2
"M",23,897,"F","A",5
"M",23,916,"M","Y",5
"M",23,912,"M","A",6
"M",23,50,"M","A",4
"M",23,918,"M","A",6
"M",23,281,"F","A",5
"M",23,3,"F","A",5
"M",23,169,"F","A",5
"M",23,198,"F","A",4
"M",23,904,"M","A",5
"M",23,930,"M","Y",4
"M",23,899,"F","A",5
"M",23,242,"M","Y",4
"M",23,405,"F","Y",5
"M",23,62,"M","Y",5
"M",23,923,"F","Y",5
"M",23,406,"F","Y",5
"M",23,913,"M","Y",3
"M",23,589,"M","A",5
"M",23,938,"M","Y",5
"M",23,18,"F","A",6
"M",23,51,"M","A",5
"M",23,592,"F","A",4
"M",23,933,"F","Y",5
"M",23,900,"M","Y",4
"M",23,79,"F","A",5
"M",23,485,"F","A",6
"M",23,915,"F","Y",6
"M",23,941,"M","A",5
"M",23,932,"F","Y",3
"M",23,251,"M","A",5
"M",23,943,"M","Y",4
"M",23,892,"F","Y",5
"M",23,578,"M","A",2
"M",23,940,"F","A",3
"M",23,905,"M","A",6
"M",23,404,"F","Y",5
"M",23,934,"F","A",3
"M",23,55,"F","A",5
"M",23,49,"M","Y",5
"M",23,922,"M","Y",6
"M",23,85,"F","Y",6
"M",23,906,"M","Y",4
"M",23,935,"F","A",4
"M",23,936,"M","A",6
"M",23,580,"F","A",3
"M",23,208,"F","A",4
"M",23,902,"F","A",5
"M",23,894,"M","Y",4
"M",24,203,"F","A",5
"M",24,908,"M","A",5
"M",24,900,"M","Y",2
"M",24,930,"M","Y",4
"M",24,42,"M","A",4
"M",24,589,"M","A",3
"M",24,925,"F","Y",5
"M",24,890,"F","A",7
"M",24,281,"F","A",5
"M",24,945,"M","A",3
"M",24,381,"M","Y",6
"M",24,242,"M","Y",5
"M",24,596,"F","A",4
"M",24,382,"F","Y",5
"M",24,899,"F","A",6
"M",24,896,"F","A",4
"M",24,36,"M","A",4
"M",24,432,"M","Y",5
"M",24,44,"M","A",5
"M",24,937,"F","Y",4
"M",24,55,"F","A",7
"M",24,901,"M","Y",1
