"speaker.gender","speaker","rater","gender","age","score"
"F",33,916,"M","Y",3
"F",33,42,"M","A",5
"F",33,938,"M","Y",4
"F",33,936,"M","A",5
"F",33,589,"M","A",4
"F",33,36,"M","A",5
"F",33,381,"M","Y",4
"F",33,485,"F","A",4
"F",33,932,"F","Y",5
"F",33,900,"M","Y",4
"F",33,169,"F","A",3
"F",33,592,"F","A",4
"F",33,896,"F","A",5
"F",33,588,"M","A",4
"F",33,79,"F","A",5
"F",33,914,"M","Y",4
"F",33,924,"M","Y",4
"F",33,202,"F","Y",5
"F",33,906,"M","Y",4
"F",33,941,"M","A",4
"F",33,911,"F","Y",4
"F",33,279,"M","A",5
"F",33,926,"F","Y",1
"F",33,895,"F","A",3
"F",33,917,"F","A",2
"F",33,24,"M","A",3
"F",33,242,"M","Y",3
"F",33,913,"M","Y",4
"F",33,935,"F","A",3
"F",33,907,"M","Y",4
"F",33,930,"M","Y",3
"F",33,251,"M","A",5
"F",33,85,"F","Y",3
"F",33,62,"M","Y",4
"F",33,933,"F","Y",5
"F",33,922,"M","Y",5
"F",33,890,"F","A",7
"F",33,892,"F","Y",5
"F",33,281,"F","A",4
"F",33,899,"F","A",2
"F",33,44,"M","A",5
"F",33,934,"F","A",3
"F",33,580,"F","A",6
"F",33,918,"M","A",3
"F",33,904,"M","A",3
"F",33,894,"M","Y",6
"F",33,3,"F","A",4
"F",33,198,"F","A",4
"F",33,908,"M","A",4
"F",33,942,"M","Y",4
"F",33,897,"F","A",5
"F",33,905,"M","A",3
"F",33,893,"F","Y",3
"F",33,923,"F","Y",2
"F",33,902,"F","A",3
"F",33,405,"F","Y",6
"F",33,237,"F","A",3
"F",33,940,"F","A",3
"F",33,945,"M","A",5
"F",33,901,"M","Y",3
"F",33,18,"F","A",4
"F",33,943,"M","Y",4
"F",33,208,"F","A",3
"F",33,31,"F","A",5
"F",33,203,"F","A",7
"F",33,927,"F","Y",6
"F",33,50,"M","A",3
"F",33,409,"M","A",5
"F",33,404,"F","Y",4
"F",33,51,"M","A",5
"F",33,55,"F","A",5
"F",33,406,"F","Y",3
"F",33,432,"M","Y",4
"F",34,202,"F","Y",2
"F",34,937,"F","Y",3
"F",34,916,"M","Y",1
"F",34,933,"F","Y",1
"F",34,578,"M","A",1
"F",34,913,"M","Y",3
"F",34,938,"M","Y",2
"F",34,589,"M","A",5
"F",34,925,"F","Y",3
"F",34,169,"F","A",2
"F",34,382,"F","Y",3
"F",34,42,"M","A",2
"F",34,79,"F","A",4
"F",34,36,"M","A",3
"F",34,896,"F","A",3
"F",34,934,"F","A",1
"F",34,49,"M","Y",1
"F",34,915,"F","Y",1
"F",34,912,"M","A",2
"F",34,905,"M","A",1
"F",34,911,"F","Y",3
"F",34,588,"M","A",1
"F",34,405,"F","Y",4
"F",34,24,"M","A",1
"F",34,945,"M","A",4
"F",34,900,"M","Y",1
"F",34,381,"M","Y",1
"F",34,935,"F","A",1
"F",34,596,"F","A",3
"F",34,918,"M","A",2
"F",34,251,"M","A",2
"F",34,910,"F","A",1
"F",34,899,"F","A",1
"F",34,198,"F","A",1
"F",34,281,"F","A",1
"F",34,897,"F","A",1
"F",34,907,"M","Y",3
"F",34,930,"M","Y",1
"F",34,904,"M","A",1
"F",34,893,"F","Y",2
"F",34,3,"F","A",2
"F",34,894,"M","Y",2
"F",34,923,"F","Y",1
"F",34,932,"F","Y",1
"F",34,170,"F","A",2
"F",34,942,"M","Y",1
"F",34,1,"M","A",1
"F",34,917,"F","A",1
"F",34,895,"F","A",1
"F",34,31,"F","A",1
"F",34,901,"M","Y",1
"F",34,237,"F","A",2
"F",34,914,"M","Y",4
"F",34,924,"M","Y",2
"F",34,404,"F","Y",2
"F",34,432,"M","Y",2
"F",34,906,"M","Y",2
"F",34,62,"M","Y",3
"F",34,85,"F","Y",2
"F",34,909,"M","Y",2
"F",34,208,"F","A",1
"F",34,908,"M","A",3
"F",34,926,"F","Y",1
"F",34,203,"F","A",2
"F",34,580,"F","A",6
"F",34,936,"M","A",3
"F",34,242,"M","Y",3
"F",34,892,"F","Y",2
"F",34,50,"M","A",2
"F",34,592,"F","A",1
"F",34,943,"M","Y",3
"F",34,941,"M","A",3
"F",34,18,"F","A",1
"F",34,922,"M","Y",2
"F",34,55,"F","A",3
"F",34,485,"F","A",3
"F",34,890,"F","A",4
"F",34,902,"F","A",1
"F",34,51,"M","A",1
"F",34,927,"F","Y",2
"F",34,44,"M","A",3
"F",34,406,"F","Y",2
"F",34,940,"F","A",2
"F",34,409,"M","A",3
"F",34,279,"M","A",5
"F",35,938,"M","Y",4
"F",35,42,"M","A",4
"F",35,588,"M","A",3
"F",35,578,"M","A",6
"F",35,79,"F","A",6
"F",35,913,"M","Y",4
"F",35,918,"M","A",5
"F",35,169,"F","A",4
"F",35,932,"F","Y",3
"F",35,36,"M","A",3
"F",35,1,"M","A",7
"F",35,382,"F","Y",7
"F",35,933,"F","Y",5
"F",35,900,"M","Y",5
"F",35,909,"M","Y",5
"F",35,589,"M","A",5
"F",35,915,"F","Y",2
"F",35,62,"M","Y",4
"F",35,18,"F","A",6
"F",35,906,"M","Y",4
"F",35,897,"F","A",4
"F",35,24,"M","A",2
"F",35,912,"M","A",5
"F",35,930,"M","Y",4
"F",35,937,"F","Y",5
"F",35,914,"M","Y",5
"F",35,170,"F","A",7
"F",35,405,"F","Y",5
"F",35,3,"F","A",4
"F",35,916,"M","Y",3
"F",35,940,"F","A",3
"F",35,917,"F","A",2
"F",35,242,"M","Y",4
"F",35,381,"M","Y",5
"F",35,907,"M","Y",5
"F",35,596,"F","A",6
"F",35,910,"F","A",5
"F",35,49,"M","Y",5
"F",35,911,"F","Y",5
"F",35,896,"F","A",6
"F",35,203,"F","A",6
"F",35,922,"M","Y",4
"F",35,592,"F","A",3
"F",35,899,"F","A",3
"F",35,208,"F","A",3
"F",35,895,"F","A",5
"F",35,237,"F","A",2
"F",35,202,"F","Y",6
"F",35,925,"F","Y",4
"F",35,251,"M","A",4
"F",35,894,"M","Y",5
"F",35,923,"F","Y",3
"F",35,198,"F","A",6
"F",35,926,"F","Y",2
"F",35,279,"M","A",3
"F",35,893,"F","Y",3
"F",35,935,"F","A",3
"F",35,31,"F","A",7
"F",35,580,"F","A",6
"F",35,485,"F","A",5
"F",35,406,"F","Y",6
"F",35,941,"M","A",5
"F",35,924,"M","Y",4
"F",35,44,"M","A",5
"F",35,943,"M","Y",5
"F",35,901,"M","Y",5
"F",35,404,"F","Y",4
"F",35,908,"M","A",4
"F",35,51,"M","A",5
"F",35,934,"F","A",3
"F",35,905,"M","A",2
"F",35,892,"F","Y",3
"F",35,945,"M","A",6
"F",35,942,"M","Y",6
"F",35,50,"M","A",3
"F",35,904,"M","A",4
"F",35,55,"F","A",5
"F",35,281,"F","A",4
"F",35,902,"F","A",6
"F",35,936,"M","A",5
"F",35,927,"F","Y",3
"F",35,890,"F","A",5
"F",35,85,"F","Y",6
"F",35,409,"M","A",5
"F",35,432,"M","Y",5
"F",36,910,"F","A",7
"F",36,42,"M","A",4
"F",36,938,"M","Y",4
"F",36,933,"F","Y",6
"F",36,405,"F","Y",5
"F",36,916,"M","Y",3
"F",36,941,"M","A",6
"F",36,925,"F","Y",3
"F",36,914,"M","Y",7
"F",36,169,"F","A",4
"F",36,897,"F","A",1
"F",36,896,"F","A",6
"F",36,900,"M","Y",6
"F",36,381,"M","Y",4
"F",36,242,"M","Y",5
"F",36,913,"M","Y",3
"F",36,915,"F","Y",3
"F",36,899,"F","A",4
"F",36,580,"F","A",7
"F",36,1,"M","A",7
"F",36,382,"F","Y",6
"F",36,935,"F","A",5
"F",36,589,"M","A",7
"F",36,62,"M","Y",5
"F",36,251,"M","A",6
"F",36,49,"M","Y",4
"F",36,24,"M","A",5
"F",36,895,"F","A",3
"F",36,904,"M","A",4
"F",36,937,"F","Y",5
"F",36,18,"F","A",5
"F",36,945,"M","A",5
"F",36,912,"M","A",5
"F",36,907,"M","Y",4
"F",36,588,"M","A",4
"F",36,906,"M","Y",5
"F",36,170,"F","A",3
"F",36,203,"F","A",7
"F",36,940,"F","A",5
"F",36,409,"M","A",3
"F",36,198,"F","A",5
"F",36,44,"M","A",4
"F",36,930,"M","Y",4
"F",36,592,"F","A",4
"F",36,85,"F","Y",4
"F",36,596,"F","A",5
"F",36,905,"M","A",3
"F",36,3,"F","A",4
"F",36,578,"M","A",6
"F",36,943,"M","Y",5
"F",36,922,"M","Y",4
"F",36,50,"M","A",3
"F",36,942,"M","Y",5
"F",36,932,"F","Y",4
"F",36,923,"F","Y",2
"F",36,36,"M","A",5
"F",36,404,"F","Y",4
"F",36,432,"M","Y",5
"F",36,918,"M","A",5
"F",36,934,"F","A",4
"F",36,924,"M","Y",4
"F",36,902,"F","A",3
"F",36,917,"F","A",2
"F",36,79,"F","A",5
"F",36,901,"M","Y",6
"F",36,908,"M","A",5
"F",36,936,"M","A",4
"F",36,892,"F","Y",4
"F",36,208,"F","A",4
"F",36,279,"M","A",4
"F",36,926,"F","Y",3
"F",36,237,"F","A",5
"F",36,202,"F","Y",4
"F",36,927,"F","Y",6
"F",36,890,"F","A",7
"F",36,911,"F","Y",5
"F",36,485,"F","A",7
"F",36,894,"M","Y",5
"F",36,51,"M","A",5
"F",36,893,"F","Y",2
"F",36,31,"F","A",6
"F",36,55,"F","A",6
"F",36,909,"M","Y",5
"F",36,281,"F","A",6
"F",36,406,"F","Y",6
"F",37,596,"F","A",5
"F",37,589,"M","A",7
"F",37,1,"M","A",5
"F",37,588,"M","A",5
"F",37,914,"M","Y",6
"F",37,899,"F","A",4
"F",37,578,"M","A",7
"F",37,170,"F","A",6
"F",37,938,"M","Y",4
"F",37,900,"M","Y",5
"F",37,36,"M","A",3
"F",37,904,"M","A",4
"F",37,925,"F","Y",4
"F",37,935,"F","A",6
"F",37,923,"F","Y",6
"F",37,936,"M","A",5
"F",37,85,"F","Y",3
"F",37,933,"F","Y",6
"F",37,932,"F","Y",5
"F",37,916,"M","Y",5
"F",37,203,"F","A",6
"F",37,940,"F","A",4
"F",37,42,"M","A",6
"F",37,242,"M","Y",4
"F",37,943,"M","Y",4
"F",37,592,"F","A",7
"F",37,580,"F","A",6
"F",37,381,"M","Y",6
"F",37,905,"M","A",6
"F",37,907,"M","Y",5
"F",37,18,"F","A",5
"F",37,906,"M","Y",5
"F",37,169,"F","A",3
"F",37,896,"F","A",6
"F",37,922,"M","Y",6
"F",37,917,"F","A",3
"F",37,895,"F","A",5
"F",37,208,"F","A",5
"F",37,892,"F","Y",5
"F",37,945,"M","A",4
"F",37,405,"F","Y",6
"F",37,934,"F","A",6
"F",37,49,"M","Y",5
"F",37,202,"F","Y",5
"F",37,382,"F","Y",7
"F",37,79,"F","A",6
"F",37,910,"F","A",7
"F",37,926,"F","Y",3
"F",37,55,"F","A",6
"F",37,897,"F","A",5
"F",37,50,"M","A",5
"F",37,198,"F","A",5
"F",37,24,"M","A",4
"F",37,893,"F","Y",5
"F",37,894,"M","Y",3
"F",37,930,"M","Y",5
"F",37,941,"M","A",5
"F",37,251,"M","A",4
"F",37,915,"F","Y",5
"F",37,62,"M","Y",4
"F",37,485,"F","A",5
"F",37,901,"M","Y",5
"F",37,890,"F","A",7
"F",37,911,"F","Y",6
"F",37,912,"M","A",6
"F",37,409,"M","A",6
"F",37,31,"F","A",6
"F",37,924,"M","Y",4
"F",37,51,"M","A",6
"F",37,909,"M","Y",6
"F",37,918,"M","A",6
"F",37,913,"M","Y",4
"F",37,908,"M","A",5
"F",37,937,"F","Y",4
"F",37,279,"M","A",5
"F",37,3,"F","A",5
"F",37,902,"F","A",6
"F",37,406,"F","Y",6
"F",37,281,"F","A",5
"F",37,44,"M","A",4
"F",37,237,"F","A",6
"F",37,942,"M","Y",4
"F",37,404,"F","Y",5
"F",37,927,"F","Y",4
"F",37,432,"M","Y",4
"F",38,899,"F","A",4
"F",38,925,"F","Y",3
"F",38,935,"F","A",3
"F",38,914,"M","Y",6
"F",38,916,"M","Y",3
"F",38,24,"M","A",5
"F",38,932,"F","Y",3
"F",38,896,"F","A",6
"F",38,592,"F","A",3
"F",38,589,"M","A",7
"F",38,901,"M","Y",2
"F",38,36,"M","A",5
"F",38,936,"M","A",5
"F",38,897,"F","A",5
"F",38,381,"M","Y",4
"F",38,924,"M","Y",2
"F",38,170,"F","A",6
"F",38,31,"F","A",5
"F",38,42,"M","A",4
"F",38,943,"M","Y",4
"F",38,892,"F","Y",4
"F",38,382,"F","Y",6
"F",38,1,"M","A",6
"F",38,945,"M","A",4
"F",38,917,"F","A",2
"F",38,934,"F","A",4
"F",38,198,"F","A",4
"F",38,913,"M","Y",4
"F",38,915,"F","Y",3
"F",38,918,"M","A",5
"F",38,85,"F","Y",4
"F",38,942,"M","Y",3
"F",38,485,"F","A",7
"F",38,208,"F","A",3
"F",38,926,"F","Y",2
"F",38,281,"F","A",5
"F",38,908,"M","A",3
"F",38,930,"M","Y",5
"F",38,580,"F","A",6
"F",38,900,"M","Y",5
"F",38,405,"F","Y",6
"F",38,79,"F","A",4
"F",38,169,"F","A",4
"F",38,938,"M","Y",2
"F",38,3,"F","A",3
"F",38,279,"M","A",4
"F",38,895,"F","A",3
"F",38,51,"M","A",5
"F",38,242,"M","Y",4
"F",38,44,"M","A",4
"F",38,922,"M","Y",5
"F",38,893,"F","Y",2
"F",38,49,"M","Y",5
"F",38,905,"M","A",4
"F",38,588,"M","A",4
"F",38,578,"M","A",5
"F",38,202,"F","Y",5
"F",38,910,"F","A",7
"F",38,906,"M","Y",6
"F",38,890,"F","A",6
"F",38,409,"M","A",4
"F",38,940,"F","A",2
"F",38,404,"F","Y",4
"F",38,237,"F","A",5
"F",38,55,"F","A",5
"F",38,904,"M","A",5
"F",38,907,"M","Y",4
"F",38,251,"M","A",4
"F",38,937,"F","Y",4
"F",38,62,"M","Y",4
"F",38,912,"M","A",5
"F",38,933,"F","Y",5
"F",38,927,"F","Y",2
"F",38,203,"F","A",7
"F",38,406,"F","Y",5
"F",38,18,"F","A",6
"F",38,894,"M","Y",4
"F",38,902,"F","A",6
"F",38,941,"M","A",5
"F",38,909,"M","Y",6
"F",38,923,"F","Y",3
"F",38,596,"F","A",5
"F",38,432,"M","Y",5
"F",38,50,"M","A",5
"F",38,911,"F","Y",6
"F",39,85,"F","Y",5
"F",39,1,"M","A",7
"F",39,901,"M","Y",5
"F",39,899,"F","A",5
"F",39,900,"M","Y",5
"F",39,924,"M","Y",6
"F",39,943,"M","Y",5
"F",39,926,"F","Y",4
"F",39,936,"M","A",6
"F",39,198,"F","A",3
"F",39,237,"F","A",4
"F",39,51,"M","A",6
"F",39,938,"M","Y",5
"F",39,589,"M","A",5
"F",39,916,"M","Y",6
"F",39,897,"F","A",3
"F",39,62,"M","Y",5
"F",39,933,"F","Y",6
"F",39,895,"F","A",6
"F",39,917,"F","A",2
"F",39,914,"M","Y",6
"F",39,36,"M","A",6
"F",39,251,"M","A",7
"F",39,42,"M","A",6
"F",39,896,"F","A",6
"F",39,915,"F","Y",5
"F",39,578,"M","A",7
"F",39,906,"M","Y",5
"F",39,942,"M","Y",6
"F",39,485,"F","A",7
"F",39,892,"F","Y",5
"F",39,31,"F","A",6
"F",39,208,"F","A",5
"F",39,381,"M","Y",6
"F",39,580,"F","A",5
"F",39,24,"M","A",7
"F",39,382,"F","Y",7
"F",39,913,"M","Y",6
"F",39,918,"M","A",6
"F",39,912,"M","A",6
"F",39,910,"F","A",6
"F",39,923,"F","Y",6
"F",39,3,"F","A",5
"F",39,203,"F","A",6
"F",39,409,"M","A",5
"F",39,902,"F","A",6
"F",39,945,"M","A",6
"F",39,922,"M","Y",6
"F",39,405,"F","Y",6
"F",39,905,"M","A",7
"F",39,169,"F","A",6
"F",39,170,"F","A",6
"F",39,202,"F","Y",5
"F",39,279,"M","A",6
"F",39,592,"F","A",5
"F",39,406,"F","Y",6
"F",39,890,"F","A",6
"F",39,242,"M","Y",5
"F",39,588,"M","A",6
"F",39,927,"F","Y",4
"F",39,893,"F","Y",6
"F",39,911,"F","Y",7
"F",39,909,"M","Y",7
"F",39,49,"M","Y",6
"F",39,79,"F","A",5
"F",39,932,"F","Y",7
"F",39,940,"F","A",3
"F",39,281,"F","A",6
"F",39,404,"F","Y",5
"F",39,50,"M","A",5
"F",39,55,"F","A",7
"F",39,941,"M","A",7
"F",39,925,"F","Y",7
"F",39,44,"M","A",5
"F",39,18,"F","A",6
"F",39,904,"M","A",4
"F",39,432,"M","Y",3
"F",39,934,"F","A",4
"F",39,937,"F","Y",6
"F",39,596,"F","A",6
"F",39,935,"F","A",6
"F",39,908,"M","A",5
"F",39,930,"M","Y",6
"F",39,894,"M","Y",4
"F",39,907,"M","Y",7
"F",4,926,"F","Y",5
"F",4,18,"F","A",6
"F",4,242,"M","Y",5
"F",4,941,"M","A",6
"F",4,918,"M","A",5
"F",4,943,"M","Y",6
"F",4,900,"M","Y",7
"F",4,580,"F","A",3
"F",4,896,"F","A",7
"F",4,940,"F","A",4
"F",4,916,"M","Y",6
"F",4,905,"M","A",4
"F",4,592,"F","A",5
"F",4,892,"F","Y",6
"F",4,911,"F","Y",6
"F",4,409,"M","A",5
"F",4,934,"F","A",5
"F",4,3,"F","A",6
"F",4,922,"M","Y",5
"F",4,42,"M","A",5
"F",4,923,"F","Y",7
"F",4,908,"M","A",3
"F",4,938,"M","Y",6
"F",4,50,"M","A",5
"F",4,910,"F","A",4
"F",4,909,"M","Y",5
"F",4,897,"F","A",4
"F",4,917,"F","A",3
"F",4,906,"M","Y",4
"F",4,208,"F","A",4
"F",4,203,"F","A",7
"F",4,925,"F","Y",5
"F",4,912,"M","A",7
"F",4,936,"M","A",3
"F",4,901,"M","Y",6
"F",4,24,"M","A",5
"F",4,915,"F","Y",7
"F",4,406,"F","Y",4
"F",4,932,"F","Y",4
"F",4,51,"M","A",4
"F",4,31,"F","A",6
"F",4,251,"M","A",3
"F",4,942,"M","Y",5
"F",4,1,"M","A",6
"F",4,890,"F","A",7
"F",4,893,"F","Y",3
"F",4,237,"F","A",5
"F",4,913,"M","Y",5
"F",4,937,"F","Y",4
"F",4,914,"M","Y",5
"F",4,589,"M","A",6
"F",4,170,"F","A",6
"F",4,198,"F","A",5
"F",4,281,"F","A",4
"F",4,202,"F","Y",4
"F",4,933,"F","Y",5
"F",4,279,"M","A",5
"F",4,36,"M","A",6
"F",4,935,"F","A",7
"F",4,79,"F","A",7
"F",4,894,"M","Y",4
"F",4,404,"F","Y",4
"F",4,927,"F","Y",4
"F",4,405,"F","Y",5
"F",4,902,"F","A",6
"F",4,904,"M","A",4
"F",4,924,"M","Y",4
"F",4,432,"M","Y",4
"F",4,381,"M","Y",5
"F",4,899,"F","A",4
"F",4,85,"F","Y",5
"F",4,62,"M","Y",6
"F",4,907,"M","Y",5
"F",4,44,"M","A",4
"F",4,596,"F","A",4
"F",4,945,"M","A",5
"F",4,895,"F","A",6
"F",4,930,"M","Y",4
"F",4,578,"M","A",2
"F",4,485,"F","A",5
"F",4,55,"F","A",5
"F",4,49,"M","Y",6
"F",4,588,"M","A",4
"F",4,382,"F","Y",6
"F",4,169,"F","A",5
"F",40,79,"F","A",6
"F",40,924,"M","Y",5
"F",40,170,"F","A",6
"F",40,933,"F","Y",6
"F",40,578,"M","A",7
"F",40,916,"M","Y",6
"F",40,897,"F","A",5
"F",40,936,"M","A",7
"F",40,917,"F","A",3
"F",40,198,"F","A",5
"F",40,404,"F","Y",4
"F",40,938,"M","Y",4
"F",40,382,"F","Y",6
"F",40,907,"M","Y",6
"F",40,926,"F","Y",6
"F",40,942,"M","Y",5
"F",40,943,"M","Y",5
"F",40,892,"F","Y",5
"F",40,592,"F","A",6
"F",40,895,"F","A",5
"F",40,893,"F","Y",4
"F",40,281,"F","A",4
"F",40,405,"F","Y",4
"F",40,1,"M","A",6
"F",40,918,"M","A",6
"F",40,202,"F","Y",4
"F",40,51,"M","A",6
"F",40,899,"F","A",6
"F",40,901,"M","Y",5
"F",40,485,"F","A",7
"F",40,237,"F","A",5
"F",40,580,"F","A",6
"F",40,31,"F","A",3
"F",40,927,"F","Y",5
"F",40,589,"M","A",4
"F",40,42,"M","A",5
"F",40,913,"M","Y",4
"F",40,596,"F","A",4
"F",40,896,"F","A",6
"F",40,62,"M","Y",5
"F",40,409,"M","A",6
"F",40,932,"F","Y",5
"F",40,945,"M","A",5
"F",40,922,"M","Y",7
"F",40,941,"M","A",7
"F",40,44,"M","A",6
"F",40,900,"M","Y",3
"F",40,169,"F","A",4
"F",40,934,"F","A",6
"F",40,909,"M","Y",7
"F",40,915,"F","Y",6
"F",40,279,"M","A",4
"F",40,890,"F","A",6
"F",40,203,"F","A",4
"F",40,208,"F","A",4
"F",40,242,"M","Y",5
"F",40,911,"F","Y",7
"F",40,432,"M","Y",7
"F",40,85,"F","Y",5
"F",40,937,"F","Y",5
"F",40,49,"M","Y",6
"F",40,24,"M","A",7
"F",40,930,"M","Y",6
"F",40,910,"F","A",7
"F",40,906,"M","Y",4
"F",40,3,"F","A",6
"F",40,50,"M","A",6
"F",40,902,"F","A",6
"F",40,940,"F","A",5
"F",40,55,"F","A",7
"F",40,381,"M","Y",6
"F",40,908,"M","A",6
"F",40,914,"M","Y",4
"F",40,935,"F","A",7
"F",40,18,"F","A",7
"F",40,904,"M","A",5
"F",40,923,"F","Y",5
"F",40,905,"M","A",3
"F",40,588,"M","A",5
"F",40,36,"M","A",2
"F",40,406,"F","Y",5
"F",40,925,"F","Y",3
"F",40,912,"M","A",6
"F",40,894,"M","Y",4
"F",40,251,"M","A",7
"F",41,237,"F","A",5
"F",41,899,"F","A",5
"F",41,897,"F","A",3
"F",41,589,"M","A",5
"F",41,938,"M","Y",3
"F",41,404,"F","Y",4
"F",41,940,"F","A",4
"F",41,926,"F","Y",5
"F",41,932,"F","Y",5
"F",41,895,"F","A",5
"F",41,896,"F","A",7
"F",41,409,"M","A",5
"F",41,242,"M","Y",5
"F",41,943,"M","Y",4
"F",41,917,"F","A",2
"F",41,916,"M","Y",4
"F",41,596,"F","A",5
"F",41,170,"F","A",5
"F",41,580,"F","A",6
"F",41,924,"M","Y",4
"F",41,918,"M","A",6
"F",41,485,"F","A",6
"F",41,1,"M","A",7
"F",41,208,"F","A",5
"F",41,198,"F","A",3
"F",41,922,"M","Y",7
"F",41,62,"M","Y",6
"F",41,44,"M","A",5
"F",41,202,"F","Y",4
"F",41,915,"F","Y",6
"F",41,941,"M","A",5
"F",41,42,"M","A",3
"F",41,913,"M","Y",4
"F",41,910,"F","A",7
"F",41,906,"M","Y",4
"F",41,934,"F","A",4
"F",41,203,"F","A",3
"F",41,892,"F","Y",6
"F",41,933,"F","Y",7
"F",41,893,"F","Y",6
"F",41,281,"F","A",4
"F",41,914,"M","Y",4
"F",41,85,"F","Y",5
"F",41,588,"M","A",4
"F",41,578,"M","A",6
"F",41,937,"F","Y",6
"F",41,909,"M","Y",5
"F",41,49,"M","Y",7
"F",41,912,"M","A",3
"F",41,890,"F","A",5
"F",41,50,"M","A",4
"F",41,51,"M","A",6
"F",41,945,"M","A",6
"F",41,927,"F","Y",4
"F",41,31,"F","A",4
"F",41,900,"M","Y",4
"F",41,251,"M","A",6
"F",41,169,"F","A",5
"F",41,405,"F","Y",5
"F",41,79,"F","A",4
"F",41,905,"M","A",4
"F",41,3,"F","A",4
"F",41,901,"M","Y",6
"F",41,592,"F","A",4
"F",41,432,"M","Y",5
"F",41,55,"F","A",4
"F",41,911,"F","Y",6
"F",41,908,"M","A",4
"F",41,936,"M","A",7
"F",41,24,"M","A",5
"F",41,930,"M","Y",4
"F",41,382,"F","Y",5
"F",41,18,"F","A",5
"F",41,904,"M","A",4
"F",41,381,"M","Y",4
"F",41,942,"M","Y",4
"F",41,406,"F","Y",4
"F",41,925,"F","Y",2
"F",41,902,"F","A",3
"F",41,894,"M","Y",5
"F",41,36,"M","A",3
"F",41,907,"M","Y",6
"F",41,935,"F","A",7
"F",41,279,"M","A",4
"F",41,923,"F","Y",7
"F",42,170,"F","A",3
"F",42,198,"F","A",3
"F",42,208,"F","A",5
"F",42,914,"M","Y",3
"F",42,592,"F","A",2
"F",42,938,"M","Y",4
"F",42,42,"M","A",3
"F",42,910,"F","A",5
"F",42,899,"F","A",5
"F",42,890,"F","A",5
"F",42,203,"F","A",3
"F",42,409,"M","A",5
"F",42,893,"F","Y",5
"F",42,589,"M","A",2
"F",42,382,"F","Y",5
"F",42,580,"F","A",3
"F",42,932,"F","Y",2
"F",42,251,"M","A",6
"F",42,897,"F","A",4
"F",42,79,"F","A",4
"F",42,942,"M","Y",5
"F",42,406,"F","Y",5
"F",42,281,"F","A",3
"F",42,55,"F","A",7
"F",42,24,"M","A",6
"F",42,936,"M","A",7
"F",42,916,"M","Y",5
"F",42,937,"F","Y",2
"F",42,169,"F","A",4
"F",42,1,"M","A",5
"F",42,905,"M","A",5
"F",42,926,"F","Y",3
"F",42,924,"M","Y",6
"F",42,933,"F","Y",5
"F",42,917,"F","A",2
"F",42,242,"M","Y",5
"F",42,908,"M","A",5
"F",42,31,"F","A",4
"F",42,925,"F","Y",5
"F",42,202,"F","Y",5
"F",42,588,"M","A",4
"F",42,918,"M","A",6
"F",42,49,"M","Y",6
"F",42,941,"M","A",6
"F",42,485,"F","A",6
"F",42,934,"F","A",4
"F",42,279,"M","A",4
"F",42,906,"M","Y",4
"F",42,940,"F","A",3
"F",42,237,"F","A",6
"F",42,404,"F","Y",5
"F",42,894,"M","Y",3
"F",42,85,"F","Y",4
"F",42,900,"M","Y",3
"F",42,578,"M","A",7
"F",42,935,"F","A",5
"F",42,945,"M","A",7
"F",42,930,"M","Y",4
"F",42,62,"M","Y",5
"F",42,896,"F","A",6
"F",42,901,"M","Y",2
"F",42,18,"F","A",4
"F",42,892,"F","Y",3
"F",42,895,"F","A",5
"F",42,44,"M","A",6
"F",42,902,"F","A",4
"F",42,915,"F","Y",3
"F",42,36,"M","A",5
"F",42,909,"M","Y",7
"F",42,405,"F","Y",3
"F",42,943,"M","Y",4
"F",42,923,"F","Y",2
"F",42,912,"M","A",5
"F",42,432,"M","Y",4
"F",42,913,"M","Y",3
"F",42,50,"M","A",4
"F",42,927,"F","Y",2
"F",42,51,"M","A",5
"F",42,596,"F","A",5
"F",42,381,"M","Y",5
"F",42,922,"M","Y",6
"F",42,911,"F","Y",6
"F",42,907,"M","Y",6
"F",42,904,"M","A",4
"F",42,3,"F","A",3
"F",43,198,"F","A",2
"F",43,917,"F","A",2
"F",43,932,"F","Y",2
"F",43,916,"M","Y",5
"F",43,1,"M","A",6
"F",43,924,"M","Y",4
"F",43,914,"M","Y",3
"F",43,926,"F","Y",5
"F",43,908,"M","A",4
"F",43,938,"M","Y",4
"F",43,589,"M","A",4
"F",43,936,"M","A",6
"F",43,42,"M","A",4
"F",43,910,"F","A",7
"F",43,485,"F","A",5
"F",43,941,"M","A",6
"F",43,940,"F","A",2
"F",43,905,"M","A",4
"F",43,44,"M","A",5
"F",43,912,"M","A",5
"F",43,24,"M","A",6
"F",43,925,"F","Y",3
"F",43,170,"F","A",3
"F",43,899,"F","A",4
"F",43,382,"F","Y",6
"F",43,909,"M","Y",5
"F",43,890,"F","A",5
"F",43,169,"F","A",4
"F",43,896,"F","A",5
"F",43,203,"F","A",6
"F",43,251,"M","A",6
"F",43,915,"F","Y",3
"F",43,281,"F","A",4
"F",43,31,"F","A",5
"F",43,580,"F","A",2
"F",43,592,"F","A",2
"F",43,578,"M","A",6
"F",43,588,"M","A",3
"F",43,894,"M","Y",4
"F",43,904,"M","A",3
"F",43,242,"M","Y",4
"F",43,62,"M","Y",5
"F",43,279,"M","A",4
"F",43,897,"F","A",3
"F",43,208,"F","A",5
